name,primary_muscle_group,equipment,rating,pk,slug,primaryMuscles,secondaryMuscles,steps,notes,instructions
Fire Hydrants,,,,214.0,fire-hydrants,"['glute', 'thigh - outer']",[],"['Start on all fours with your hands directly under your shoulders and your knees directly under your hips.', 'Engage your core and keep your back straight throughout the exercise.', 'Keeping your knee bent, lift one leg out to the side, keeping your foot flexed and parallel to the ground.', 'Pause for a moment at the top of the movement, squeezing your glutes.', 'Slowly lower your leg back down to the starting position.', 'Repeat for the desired number of repetitions, then switch sides.']",,
Push-Up Against Wall,,,,215.0,push-up-against-wall,"['chest', 'shoulder - front', 'tricep']",['abdominal'],"['Stand facing a wall with your feet shoulder-width apart.', 'Place your hands on the wall at shoulder height, slightly wider than shoulder-width apart.', 'Step back a few feet, keeping your body straight and your core engaged.', 'Bend your elbows and lower your chest towards the wall, keeping your body in a straight line.', 'Push through your palms and straighten your arms to return to the starting position.', 'Repeat for the desired number of repetitions.']",,
Hip Adduction – Machine,,,,216.0,hip-adduction-machine,['thigh - inner'],[],"['Adjust the seat height of the hip adduction machine so that your knees are at a 90-degree angle when seated.', 'Sit on the machine with your back against the backrest and your feet flat on the footrests.', 'Place your thighs against the thigh pads, just above your knees.', 'Grasp the handles on the sides of the machine for stability.', 'Engage your core and squeeze your inner thighs together as you exhale.', 'Hold the contraction for a second and then slowly release as you inhale.', 'Repeat the movement for the desired number of repetitions.']",,
Pause Deadlift – Barbell,,,,217.0,pause-deadlift-barbell,"['glute', 'hamstring', 'lower back']","['calf', 'forearm - inner', 'forearm - outer', 'trap', 'quad']","['Stand with your feet hip-width apart and your toes pointing forward.', 'Bend at the hips and knees to lower your body down, keeping your back straight and your chest lifted.', 'Grasp the barbell with an overhand grip, hands slightly wider than shoulder-width apart.', 'Engage your core and lift the barbell off the ground, driving through your heels and keeping your back straight.', 'Almost immediately during your lift, pause for a brief moment when the barbell is in front of your lower shins, maintaining tension in your muscles.', ""Continue the lift until you're standing straight."", 'Lower the barbell back down to the ground, maintaining control and keeping your back straight.', 'Repeat for the desired number of repetitions.']",,
Deadlift – Trap Bar Low Handles,,,,218.0,deadlift-trap-bar-low-handles,"['glute', 'hamstring', 'lower back']","['calf', 'forearm - inner', 'forearm - outer', 'trap', 'quad']","['Stand in the center of a loaded trap bar with your feet about hip-width apart.', 'Bend at your hips and knees to lower your body, maintaining a flat back, to grasp the low handles of the trap bar.', 'Look forward, keeping your chest up, and straighten your back to prepare for the lift.', 'Drive through your heels to stand up straight, extending your hips and knees simultaneously while keeping the core engaged.', 'At the top of the movement, stand fully upright with your shoulders back and the bar close to your body.', 'Pause briefly at the top of the lift before initiating the return.', 'Lower the bar by bending at the hips first, then the knees, maintaining a flat back and controlled movement until the weights are back on the ground.', 'Reset your posture and prepare for the next repetition.']",,
Runner's 5,,,,219.0,runners-5,"['calf', 'glute', 'hamstring', 'quad']","['thigh - inner', 'thigh - outer']","[""Stand with your feet hip-width apart. We're going to complete five, one-legged exercises on one side, then the other."", 'First, One-legged Squats: Stand on one leg with the other leg extended slightly behind you. Slowly lower your body by bending the knee of the standing leg, keeping your back straight and chest up. Lower yourself as far as comfortable while maintaining balance, then return to the starting position. Repeat for the desired number of repetitions.', 'Second, One-legged Romanian Deadlifts: Stand on one leg with a slight bend in your knee. Keeping your back straight, hinge at your hips to lower your upper body forward while extending the opposite leg straight behind you. Go as low as your flexibility allows, feeling a stretch in your hamstring. Return to the upright position. Repeat for the desired number of repetitions.', 'Third, One-legged Lunges: Stand on one leg and take a step forward with the other leg. Lower your body by bending both knees until your front thigh is parallel to the ground (or as low as you can comfortably go). Keep your upper body upright, and push through your front heel to return to the starting position. Repeat for the desired number of repetitions.', 'Fourth, One-legged Sidekicks: Stand on one leg with the other leg slightly lifted to the side. Perform a side kick by extending your lifted leg straight out to the side, then bring it back to the starting position. Maintain balance throughout. Repeat for the desired number of repetitions.', 'Fifth, One-legged Front-Back Kicks: Stand on one leg with the other leg lifted slightly in front of you. Perform a front kick by extending your lifted leg forward, then immediately perform a back kick by extending it backward. Keep control and balance throughout the movement. Repeat for the desired number of repetitions.', 'Repeat the five exercises on the other side.']",,
Calf Raise – Barbell,,,,220.0,calf-raise-barbell,['calf'],[],"['Load a barbell. Also, find a raised platform or step to stand on.', 'Place yourself with the step in front of you and the barbell behind you. Stand with your feet shoulder-width apart, toes pointing forward.', 'Perform a Hack Squat to lift and hold the barbell behind your glutes.', 'Step onto the platform or step with the balls of your feet, leaving your heels hanging off the edge. Your feet should be parallel to each other. This is your starting position.', 'Slowly rise up on the balls of your feet, lifting your heels off the ground.', 'Hold the raised position for a moment, feeling the contraction in your calf muscles.', 'Lower your heels back down to the starting position in a controlled manner.', 'Repeat the movement for the desired number of repetitions.']",,
Oblique Sit-Up,,,,221.0,oblique-sit-up,['oblique'],['abdominal'],"['Lie on your back with your knees bent and feet flat on the ground.', 'Place your hands behind your head, with your elbows pointing out to the sides.', 'Engage your core muscles by pulling your belly button in towards your spine.', 'Slowly lift your upper body off the ground, twisting to one side, touching one elbow to the opposite knee.', 'Exhale as you reach the top of the movement and hold for a second.', 'Lower your upper body back down to the starting position, inhaling as you do so.', 'Repeat the movement on the other side, twisting to the opposite side.', 'Continue alternating sides for the desired number of repetitions.']",,
Sled Push,,,,222.0,sled-push,"['calf', 'glute', 'hamstring', 'quad']","['chest', 'shoulder - front', 'tricep']","['Position yourself behind the sled with your feet shoulder-width apart.', 'Place your hands on the handles of the sled, gripping them firmly.', 'Engage your core and drive through your legs to push the sled forward.', 'Maintain a straight back and keep your head up as you push the sled.', 'Continue pushing the sled for the desired steps, distance, or time.', 'Once finished, release the handles and step away from the sled.']",,
Overhead Tricep Extension – Barbell,,,,223.0,overhead-tricep-extension-barbell,['tricep'],[],"['Stand with your feet shoulder-width apart and hold a barbell with an overhand grip.', 'Bring the barbell behind your head, keeping your elbows close to your ears.', 'Extend your arms upward, straightening your elbows and lifting the barbell above your head.', 'Pause briefly at the top of the movement, then slowly lower the barbell back behind your head.', 'Repeat for the desired number of repetitions.']",,
